,Name,Time,Num_Reviews,Title,Content,Rating
12,The New And Old One,2016-10-20,3,the small brother of NSA,you need to see whats happening behind the site...down with facebook down with the NSA down with the USA down with the earth!no seriusly be carefull it is not one of the good companies,1
13,Lamin,2016-10-15,8,suspect,Changed My Password Without My Authorization,1
14,Big-ode Arm,2016-10-09,4,I love Facebook!,"Facebook is incredible, not only does it give people a space on the web to share their lives and what they care about but the home page is now my main source of taking in the news and getting the latest updates and blog posts about things I care about. well done facebook! Keep up the good work.",5
15,Keith ,2016-10-05,6,FXspreadTrader,"Currently I am trying to unlock my fxspreadtrader account on facebook after changing the password.. I have sent them everything theuy ask for and more to prove that I am the owner of FXspreadtrader.com, I have the websites, the twitter and untill a while ago even had a dormant Limited company. So facebook response is after asking for all this have not replied to a single require to what is happening..All they do is send me the same message again and again even when I refer them to their previous emails..No response is not good enough, I had over a 1000 contacts on it many have been following me for years no no facebook, I even took down my main site www fxspreadtrader.com to prove that it was me, I will put it back up over the weekend..What more can I do as I have losts those conntacts..",1
16,Allyssa,2016-10-04,4,Horrible,"All I see on Facebook now is adult pages, as in stuff containing porn. This is disgusting. And the things some ""women"" post on here is disgusting but doesn't get taken down no matter how much it is reported.",1
17,Kate,2016-10-03,32,Another sleazy hangout,Was great when I signed up 7 years ago. It's now full of adult pages. Just another site gone bad. I've seen horrific things on there (violence and death).....reported them....yet they haven't violated their terms!!!!!!!????? Absolutely disgusting. No morals.,1
18,Kirsty ,2016-09-29,3,getting worse,All the little emoji's that facebook is appling to its day to day uses is unnecessary and there is no specific needs for them. Unnecessary!,3
0,Douglas,2016-09-23,2,Suspicious.,They Changed My Password Without My Authorization. They Took Total Control Of My Account. Every Time I Changed My Password They Would Change It. They Terrorized Me To The Point I Had To Permanently Close My Account. I Received Magazines In My Mail All Due To Me Liking The Company On Facebook.  How This Magazine Company Attained My Personal Information That I Never Gave Facebook Clearly Shows How Vulnerable Your Information Is At Risk. They Are Hacking Into Your Mind To Collect Your Information For Monetary Purpose. Truth Be Told. They Ought To Be Prosecuted For Their Actions. But Will They?,1
0,essam adel,2016-09-20,1,cood,get more change,4
1,Joo Mohamed,2016-09-20,1,my love,nothing is bad here everthing is very good . securety . new feed .. my wall . updates .. my frinds and how to review ther newsevery thing is great try to change the color try the red  ;),5
2,Mahmoud A. El-Nemr,2016-09-20,1,time wasting,fu ck all social media websites,2
3,Hadeer Hamdy,2016-09-20,1,Good in communication with friends,"Facebook app has a huge phone space , and Facebook lite isn't like the original app",4
4,Ahmed Ali,2016-09-20,1,facebook go up,ilove facebook becouse it easy for message and talk to some one off my friendsAnd want to know woman can love here plzz can you help me ?,5
5,Mohamed Yahia And El Slam,2016-09-20,1,The earth in one second,I am single girls??Mohamed yahiaEgypt,5
6,Mohamed Saied,2016-09-19,1,great,it's wonderful,5
7,Arian Jay,2016-09-19,18,DO NOT USE FACEBOOK FOR YOUR BUSINESS...!,MY business page was hacked and FB could help but did nothing.I wrote to them in several month with a lots of documents and of course it was so easy for them to help but they did nothing...?!I have stopped all my different ads with FB and let google earn that money cause they really deserve it.My best suggest to all who running small business is just avoide facebook and advertise with google.DO NOT USE FACEBOOK FOR YOUR BUSINESS...!Best RegardsA. Jay,1
8,Dody Fahmy,2016-09-19,1,amazing site,"in my opinion , the Facebook has been a true member in every family all over the world , nowadays there is no family can live without it in addition it is a best way of communications  all over the world specially after the updated it with the free calls and the video ones",5
9,Hisham Bashat,2016-09-19,1,*__FBI__==__Facebook__+__Instagram__*,"Incriminating perceived accuracy of the timeline,",5
10,Yanti Ali Simon,2016-09-19,1,Amazing Social Media,I like Facebook for sharing a moment. Facebook help me to promotion my blog. I hope team Facebook can verify my fanspage INVHO.com,4
11,Mohamed Gehad,2016-09-19,1,thank you for nice order it's so good order,Its cool i loved it,5
12,Medo Elna,2016-09-18,1,good work,To share my EFS COURSE be good market,5
13,Mas Meong,2016-09-18,1,good for making relation,Very good site .. just needs a new interference to be more excited,5
14,Hossam A. Sallam,2016-09-18,1,Review,i don't no but i'm using it from 9 years,4
15,اسامة رزه,2016-09-18,1,great,Very nice Application,5
16,Abdallah Triple A,2016-09-17,2,Execelent,Face Book is showing  too much respect for a country that has violated 28 United Nations Security Council resolutions !  Israel has done just that violated 28 UNSC  resolutions !  Other than supporting a criminal government I have no problem with face book !,5
17,Leneous Maxey,2016-09-17,1,no respect for criminals,"Please be as you Facebook network of social life without the closing of accounts, applications and banned without reason",3
18,Hesham Saad,2016-09-16,1,It is blocking everything arbitrarily on Facebook,none,1
0,Raouf Seliem,2016-09-16,1,Great,I would recommend this company to anyone.😉,4
0,medo,2016-09-16,1,Facebook is a man killer,great waste of your time and life,1
1,Mohamed Sayed,2016-09-15,1,Need more improvement,Facebook should improve videos streaming very bad with fast Internet connection also regarding to the same topic you need to link with YouTube with some way to remove automatically the videos which some pages uploading regarding to copyright,4
2,Hossam El-Qamash,2016-09-15,1,too many ads,too many ads. and there is no option to hide your last activity time,1
3,Ømar MëdhAt,2016-09-15,1,free facebook,"I THink That if FaceBook Was Free  (Don't Need Internet To Use It, It Will Be Amazing Because Here In Egypt There Isn't Free Internet In The Street, Clubs,Coffee Shopt,etc.. Except At Home And Not At All Houses. If FAceBook Was I Would Rate The 5 StarsThanks...",4
4,Muhammad H. Tawfik,2016-09-15,1,Who don't evolve disappears,"Hello Facebook, I just have to tell you that my experience with your platform started on March 2010 since that day i can tell that Facebook changed my life. I dedicated a lot of hours on Facebook as it was part of my High School, University, 1st Job and its still playing the same outstanding role in my life.As you guys continue gathering people with different culture and backgrounds into one place to share ideas and discuss thoughts that can actually create a difference in people life`s.But so far for the last 3 years i didn`t found a lot of changes in the platform it self as you guys still do a lot of upgrades and add new features and always we are ""MENA region"" the last who gets provided by these upgrades. This is not fair treatment also not what i expected from a platform that i trust my personal data and my life updates on. So if you guys don`t want us to abandon your platform ""Its already happening"" you better do some serious changes in the platform services. We need to feel that this platform is creative again.",4
5,Ahmed Hazem ElSherif,2016-09-15,1,Facebook app needs more analytics features,Need more analytic to fetch old posts by date (especially in groups) and to enhance sorting of posts,3
6,Anas Bargout,2016-09-15,1,Its super good but some time there is stopping or hangup,Its super good but some time there is stopping or hangup Need more devilop for this point and try it on all kind of phones IOS or Inderoide or windows,5
7,Ahmed Khalaf Alla,2016-09-15,1,thanks,thanks for your,5
8,Lutfi Alman Falluti,2016-09-15,1,all share,thanks world,5
9,Kristian Acha Petrucci,2016-09-15,1,Amazing social media,Facebook very easy use to shared anything. And the most populer social media in my country.,5
10,Amera Mohamed Seliem,2016-09-15,1,I love Facebook ❤❤❤❤,I found all my old friends on Facebook and this makes me happy,5
11,Ehab Nagib,2016-09-14,1,Best social media platform so far,I think Facebook is the best social media platform so far.,5
12,Ahmed Sayed,2016-09-14,1,lot of work still has to be done,"the app is not yet near to be the best way to surf the account, needs to be improved alot",3
13,Nesren Zaki,2016-09-14,1,great,more options its wonderful but it is nice,5
14,Jalil Honrkhah,2016-09-14,1,it's the best way to contact with friends,I have found all my friends in ovr the world.,5
15,Rehab Abdul Majeed,2016-09-13,1,useful,Can't waste time without it,5
16,Hâsân Âsṙâń,2016-09-13,1,The Best,Strong and Choice,5
17,Tẳhẳ Mẫw,2016-09-13,1,I love Facebook,One from the best sites,5
18,Maybe Tomorrow,2016-09-13,1,Great site,none,5
0,Es RAa,2016-09-13,1,good but !!,it's good I love it but it need some privacy,4
0,Jani Anjani,2016-09-13,1,"How i can wtrite for my Family,sure this Faceboox,,,.","I Like Faceebook,connection for every body.for my Friend.",5
1,Bambang Hari Purnomo,2016-09-12,1,Facebook so far is the best media to look for friends,Satisfactorily,5
2,Ayman Massloub,2016-09-12,1,in need for some accessible options,"Good application. I have read that you can start a secret conversation, I followed the instructions but unfortunately, I did not find!I would like to know also how to restore my archived conversations and chats.",4
3,Tariq Orabi Almassry,2016-09-12,1,"actually excellent, but !!!!","I can say my opinion freely, communicate with people allover the globe,but at the same time it makes us away from the people we love as we depend on the communication though the web rather than meeting face to face which provides us with humanity",5
4,risky ryantarma,2016-09-12,1,facebook terbaik,facebook good,5
5,Scolastika Hasti,2016-09-12,1,go ahead fb!!,"Realy simply entertain me anytime, educates & more informations updates",5
6,Mostafa,2016-09-12,1,Good,Good and niec face book,5
7,ehab,2016-09-12,1,like,Like Facebook Thank you very much.,5
8,Mohammad Khalid,2016-09-11,1,Privacy,I need more privacy than now,3
9,Mario Samir,2016-09-11,1,now face book become very easy and amazing,the last update made it easy,5
10,Heroni,2016-09-11,1,Greatest,Facebook makes us closer,5
11,Mohamad Afif Ma'ruf,2016-09-11,1,it just great.,it just great. i always can connect with my old friends here,5
12,Muhammad Fikry,2016-09-11,1,you can do much better >>,facebook look is so old >> try to make it more interactive >>thx,3
13,Amr Galal Adro,2016-09-11,1,very good,Nice app helpful for more information,5
14,Sherif Hegazi,2016-09-11,1,my feed back,boring nothing new !!,3
15,Ahmed Karem,2016-09-10,1,verify badge,we need verify badge at all country look like egypt.,5
16,Abdelmonem Mohamed,2016-09-10,1,Perfect But ...,Facebook is perfect for Keeping up with friends and seeing there news and advertisement it fits perfectly there .. but spending too much time on it is a problem,5
17,Yugustin Posi,2016-09-10,1,I get many friends on facebook,I meet my old friends on facebook,5
18,Abdallah Sayed Rezk,2016-09-10,1,Expinsive,"Very good, Thanks",5
0,Nikko Hardi Pratama,2016-09-10,1,Repair.,There is still much to be repaired.,3
0,Ragb ID,2016-09-09,1,safe and secured,No1 could hack my account cuz i read tips about how i can make a powerful password as facebook advises us . Clear messanger voice call . Keep improving facebook it's fun to be one of facebook family,5
1,Män Gèneřal,2016-09-08,1,It's good for work,Facebook useful in one thing from mysaid that's contact my friends see them all the time .,4
2,Randy Gabriel,2016-09-08,1,Helpfull,"This application making life very easier , i like it so much. Just sit and hit that button , and you can see the world :D",5
3,Tim,2016-09-08,4,hummmm,top !!!!!!!!!,5
4,Mohamed Salah Eldeen,2016-09-07,1,cool,do more beast,5
5,Hesham Ahmed Sharpan,2016-09-07,1,good,very good very good very good very good very good very good very good,5
6,Hishmat Salieb,2016-09-07,1,great effort,"facebook team take care of any little motion , reaction .know everything",4
7,Luqman Fariz,2016-09-07,1,Good and bad things on Facebook.,"not sure about 5 Stars , but facebook make you easily to share any moment , anytime. And the 1 stars left is about pornography, i saw some people making spam on fb by using porns. Thats all i know abt FB. So please Mr. Mark , make sure delete permanently all about porno content. So , everybody can use Facebook with no worry. Thankyou Mr.Mark Zuckerberg",4
8,hanan aw,2016-09-07,1,not safe for some people,"Some people who have not manner still free do some action in facebook. Some violence word can't be reviewed because slang language or acronyms. some hoax and haters propaganda can't be reported. If that still continues, can bring effects as chaos even wars. also don't  block account permanently, because you don't know what's our bussiness that can give us food for eat and valuable friendship who related us on facebook.",1
9,Moh Qawarir Azizy,2016-09-07,1,not bad,I think facebook must upgrade with some better fresh innovation which can make everyone return to make facebook again. :) good luck,3
10,ßặśěɱ Wặł Ěd,2016-09-07,1,this web very nice,Facebook is simply dangerous in the same amout of goodness it has .. the amount of informations u can find on fb about anyone is absolutely dangerous for anybody .. especially if this one has low experience in facebook .. i meet people like them everyday . Girls .. women .. and young kids .. u should do something about this or at least try to make it safer than that. Thank you,5
11,Mostafa Shehata,2016-09-06,1,Dangerous,5 stars: Excellent and more then 5 stars thank you,3
12,Ashraf Abo Risha,2016-09-06,1,5 stars:,They just easily allow porn and also a insult to religion and government,5
13,Irvan Ray,2016-09-06,1,Disgusting Law,"Some things i like, some others i don't.",2
14,إسلام جمال خوجه,2016-09-06,1,Not bad !,Very boutiful,3
15,Bode Essam,2016-09-06,1,Very nice,I always enjoy sharing and chating my friends on facebook I get a lot of information from facebook New ideas new life new ways 😄😄😄😄,5
16,Ana Roo Na Habaza,2016-09-06,1,Fantastic wonderful thing,"Facebook is one of the most amazing ways to communicate with your family and friends and all of  the world, and for my Facebook and Instagram is the best and favourite place to express my feelings and show the world my point of view.Thanks Facebook.Ahmad El-Shabory",5
17,Ahmad El-Shabory,2016-09-05,1,Amazing way to communicate,"Very difficult to contact anyone. For an operation this ""rich"" they should at least have live chat with FB representatives for queries and problems",5
18,John Ward,2016-09-05,1,Unresponsive,none,3
0,Adel Hashem,2016-09-05,1,great,it helps me make new opinions,4
0,Ayatullah A. Mousa,2016-09-05,1,Not Bad,Not Bad >>>>>>>>>>>,3
1,MAVERICK,2016-09-05,1,Not bad,Good experience,4
2,Zestien Oktavia Marey,2016-09-05,1,Love it,Facebook help me share everything to others. And I love to share,4
3,Chandra Prasetya,2016-09-05,1,its excellent,i can't comment,5
4,Marcos George Fouad,2016-09-04,1,Best approach to social life,Much of good memories are here on Facebook,5
5,Hadarry Robbie,2016-09-04,1,dinajpur town is a best city,the town is a small.but it is a beautiful city. i love you very much dinajpur town.,5
6,Amal Aiad,2016-09-04,1,mark Alfred,Mark Alfred  gad,5
7,Abdelrahman Gamal,2016-09-04,1,U r doing your best to be just perfect 👌,"I love you all admiring u all   Your crews,  and hope someday to be one of your developers in the future ❤👏👏👏👏",5
8,Ĥąbîbă Ămğàð,2016-09-03,1,it help pepole to connecting Becouse its good,Its goodit help pepole to connecting Becouse its good,5
9,S.Mohamed Motawaa,2016-09-03,1,excellent,It's for all.,5
10,Mustafa Salah (Abkrino),2016-09-03,1,So Great,"Facebook make the world much easierAnd control a lot of things such as advertiseing,popular people and news.. and other many things .. thank you facebook",5
11,Hussein Huzayen,2016-09-03,1,excellent,nothing to say just imagine the world without face,5
12,Chris,2016-09-03,4,Very easy to use,"Great website, awesome way to stay connected with friends. Recommend 100% to everyone.",5
13,Hany Karkour,2016-09-03,1,Not enough,I'm still waiting for Facebook operating system. You had more than enough time to get your self into every device technology.,5
14,Aslam Falih,2016-09-03,1,not too good not too bad,"Sometimes you find somthing good in facebook, sometimes you not.",4
15,Brad Koriya,2016-09-03,1,provide good platform,"hi,Thanks for creating such web application. Which is very helpful for any users to communicate and share their ideas.",5
16,Ronin Dading,2016-09-03,1,Very Great Application,"Thankfully for Facebook for give all Education, Knowledge and Fun.Regards.Ronin Dading - #RonDa",5
17,Fady Fayez,2016-09-02,1,The best social website,"It's one of my favorite social websites, I find myself here with my friends, It's kind of amazing and interesting website that offers you a hole another life than your real life, really I loved this experience and I hope everyone try it, I'm sure you won't regret.",4
18,Bahrian Adhi Prasetyo,2016-09-02,1,Very Nice,"I really like the social media Facebook because I can relate to and update the news to other user . But it often happens due to misuse, leading to the criminal. And therefore, I asked Mark Zuckerberg to fix a bug that was broken and update useful features for communication. I asked Facebook Team to instantly review a very important report. Because those can build up. Thank you very much.",5
0,Hesham Tahawy,2016-09-02,1,Strong comunication tool helps people to ENJOY,Enjoying time with Facebook,5
0,Rizky Saputra,2016-09-02,1,sometimes has repetitive ads,"as the title says, there are some time facebook displaying same ads over and over again for several time, and also, facebook should be able to filter the content that is displayed on my news feeds based on my previous blocked post, and my preferences",4
1,Hanafy Nabarawy,2016-09-02,1,it is a gteat efforts indeed / my regards,Thanks a lot for the great efforts you did My regards to hol teamHanafy Nabarawy,5
2,Mohamed Kapo,2016-09-02,1,Excellent,Excellent cuz i can be with my friend's in any time :) i love it ..<3 <3,5
3,Yousry Ibrahem,2016-09-02,1,nice programs,Good Luke to be more best,5
4,George Sedhom,2016-09-02,1,Add coptic language to facebook keyboard,"Coptic language is the old longuage of Egypt . We started to study it and return it back , but we face a problem because Coptic keyboard is not available .",5
5,Eli,2016-09-02,6,Best Social Media,What better way to get in touch with friends and family - expand your business - get to learn new things through articles that are shared. Best website,5
6,Khaled Hamouda,2016-09-02,1,Thanks,Thank you facebook,5
7,Hazem Zomzom,2016-09-01,1,Very exciting,Very exciting ..l know a lot from it,5
8,Osama Saeed Elghaish,2016-09-01,1,Exciting,The correct way with Allah,5
9,Mike Lazer,2016-09-01,1,It's great,Everyone know Facebook is a great site to meet people around the world but...Some people make it so bad when they add for fun cos they think they become famous and that's really stupid so please make roles for those people Thanks..,5
10,Ahmed Abbas,2016-09-01,1,I'm afraid that they can share my data with third party,"I really love how you connect with friends on facebook! But,since they removed the abillty to use facebook as your page made harder to manage my pages. I would love if they bringed back that feature!! Also, you are unable to customize your facebook, by adding custom themes. Thank you! I've been using facebook for 5 years.",3
11,nancy eldegwi,2016-09-01,1,"Really good, but uncustomizable.",best social website,4
12,Amer Mohamed,2016-09-01,1,gooooood,Customers Service isn't available. So where i will ask any question ?,5
13,Fauzan,2016-09-01,1,bad service,Great work keep the good work,1
14,Mohamed Youssef El Deeb,2016-09-01,1,Great addition for humanity. ..God bless you,Plese check privacy options in messanger ... like cancelling last seen option and being active now.,5
15,Ranya Akef,2016-09-01,1,Messanger Privacy,Easy to sale something,3
16,Toni Antono,2016-09-01,1,easy to have a friend,Nice place for basically everything.,5
17,Adi Fahmi,2016-09-01,1,Good,"My life change , Thanks alot Mark Zuckerberg and Frieds. Love You All Forever  🎶💟",4
18,Yoedy Setya Boenda,2016-09-01,1,Better live with Facebook.,none,5
0,Nosaa Ali,2016-09-01,1,Need more reaction,Need to be able to know new experiences,3
0,Zeinab Aref,2016-08-31,1,great,Just adorable,5
1,Yasser Dahrawii,2016-08-31,1,Facebook,It's a perfict program,5
2,Ȝṁṝ ẼlĞễŋdẏ,2016-08-31,1,the greatest social media community,all what i suggest that u bring more profile options in android app..... such as changing friends list privacy... greetings,4
3,Ibraheem Medhat,2016-08-31,1,Problem in messages,"There is a problem in sending messages to other people who aren't in your friends list, i tried to send some messages to my self but by another account and the message doesn't reach my account and when i tried to send another message the same thing happened so please solve it .and why we can't send messages to some people who aren't on our friends listthat was every thing, thanks for listening <3",4
4,Nadia Nasr,2016-08-31,1,Excellent and interesting of around the world,"Here i met views and much people of around the word ,,,, here i met types of humanity ,,, its experience amazing",5
5,Mahmoud Ahmed Zaki,2016-08-31,1,Best of the best,Great stuff for the first time,5
6,Nik Ki,2016-08-31,1,good,Awesome facebook,5
7,Dimitri Zhenya,2016-08-31,1,Average,"Good, but not best at all. :D",3
8,Youssef Mohamed Fikry,2016-08-31,1,Excellent,"5 stars: Excellent – no reservations, I would recommend this company to anyone.",5
9,Ibrahem Ahmed,2016-08-30,1,Its not social now,Creativity train.. stoped dont know why .. search ..is not powerfull enough ..Adv.. have now relation of my career that facebook already know it .Plz.. make bank of ideas that people can add to face book.My idea.. .. say something about humanity and b asponcer of that event and watch face book how progrees. 4 example make public fridge in poor city here in eygpt ..like idea of 1 coffe 4 me and 1 coffe on the wall,1
10,Eng Ahmed Awny,2016-08-30,1,complicated,the new improvements are very bad,3
11,Sohaier Mohamed Amien,2016-08-30,1,🌞🌞🌞🌞🌞,🌞🌞🌞🌞🌞🌞,4
12,Android For All,2016-08-30,1,This Is Very Good,Oh My God This Is Very Good,5
13,Yasmine Azeez Ezzat,2016-08-30,1,i just have a wish,"facebook is the most beautiful invention, it changed my life, i live in a 3rd world country where there is no therapy , no opportunity to express myself, i could overcome my disorders through knowledge and support from my fb friends on the groups i joined, and i could always express myself here, it is my little lovely world. i just wish if the ""highlighted"" extended posts are back , it was awesome to enlarge the lovely pictures we share and see them on our walls very big .",5
14,Nooman Zaki,2016-08-30,1,Facebook Review,It's a good tool to conduct with the whole world in a peaceful manner . You can know the status of your friends at the moment happened . Good tool also to learn and know other people experiences ..,5
15,Aqshal Alukal Fauzan,2016-08-30,1,Facebook Very Amazing,Thank's for Facebook.,5
16,Ehab Abdelhady,2016-08-30,1,The way to know news,The best way to know news. And to talk with friends,5
17,Şéîf Ħåmđÿ,2016-08-29,1,is this the best you can do come on,in windows phone that's too bad and you can do better,2
18,Ali Mams,2016-08-29,1,ali mams,best web site,5
0,محمد فوزى السلمانى,2016-08-29,1,Not So useFul Like old days,"i Think FaceBook Not So useful Now , and We Loss Our Time Without Any Useful Information , So i Try To use It For useful things Only ,",3
0,Habiba Elbakry,2016-08-29,1,It was very good but I want emoji in comments because I dond have .  Please,Facebook is the best social media,5
1,Mohamed Basuoni,2016-08-29,1,The best site,The best site to communicate and trust,5
2,Karem Gamal,2016-08-29,1,karem gino,kaarem gino <3,5
3,Mohamed Alaa,2016-08-29,1,It wasting my time,"i hate it , It wastes my time but i have to open it because of my business",1
4,HU DA,2016-08-28,1,The best ever,Best social networking site ever  <3,5
5,Hatem Ayyad,2016-08-28,1,Just Need A New Look,The Traditional blue colour became bored Change it's colour Or add Themes For It,4
6,Fanji Multiadi,2016-08-28,1,Location and Time Zone Problem in Nearby Friends,"All location's name in West Sumatra, Indonesia change to Koto Padang since 18 August 2016, please fix the locations in West Sumatra, Indonesia. Koto Padang is not a true location. Koto Padang and West Sumatra are different. The true location for Koto Padang is at Dharmasraya Regency. And please also change the time zone in Nearby Friends to Indonesia's time zone (GMT+7).",3
7,Nyoman Widana,2016-08-28,1,Great Social Media,I just use Facebook for sharing my experience in paradise,5
8,Hussein Nassar,2016-08-28,1,excellent,very very helpful and connect people easily,5
9,Mohamed Hessen,2016-08-28,1,very useful,thanks to all facebook makers,5
10,Purnawan Hardani,2016-08-27,1,wow...,............,5
11,mohamed ereclen,2016-08-27,1,Excellent,Excellent .experience,5
12,Ahmed Mohammed Abo Lefa,2016-08-27,1,WITH MY BEST WISHES,Pray and love god 💗,5
13,Rania Saber Refaee,2016-08-26,1,great but need more help to page support,As a page admin or editor I am in need of more direct contact with Facebook. I want to get the blue tick mark and I did not find any direct way to tell you..I think Facebook is becoming more commercial ever than before . This would shrink it's social role. Attention please.,3
14,Mahmoud Dingoan,2016-08-26,1,facebook helped me more,helped me to know more friends meet my family and more thing others but also more problems with fake accounts and some ppls bad insulting etc,5
15,Samir Kirollos,2016-08-26,1,Summit of joy and vitality and interaction,"Tool that allows people to communicate with friends and other people who are working,They learn and live around them. People use Facebook to stay in touch with friends.Facebook Web site for social networking can be accessed free of charge.Users can join networks organized by city or destinationWork, school or region, in order to communicate with others and interact with them.Also, users can add friends to their friends list and send messagesTo them, and also update their profiles and define their own friends.Having limited initially been innovated from the site circle widened to include any university student,Then junior high school students and, finally, any person aged 13 years and older.",5
16,محمد سيد,2016-08-26,1,Common interest,There's something new in this site every small period of time,5
17,Ahmed Laban,2016-08-26,1,Double Edged-Weaopn,"FB could be for good or for bad. Could be useful and mind developer or harmful. Could be sociable or time killer. It's our choice at end. As a disadvantage at the point of time, fb managers very careful to spend all of our time useing the site.",4
18,Hatem Aljandali,2016-08-25,1,Fcebook now is more like watching the people,"you can't really be happy or sad for anyone and anything they do for you , I'm start to be not interested in spending time there everytime i post something i feel like i've been watched all the time from my family from my friends , I don't like these people i don't like this life anymore please if you going to close my account just give me the pictures and i will go thank you for being such a good website for period of time.",3
0,Noob C4d,2016-08-25,1,not satisfied,privacy is not number one car for facebook,1
0,Ahmed Ghanem,2016-08-25,1,need to be faster,Thanks to face book bcoz he made me comunicate with my other friends an discover newr friends all over the world,4
1,Ahmed Abd Alkareem,2016-08-25,1,Thanks to facebook,Security Check,5
2,Antonyous Aabed,2016-08-25,1,Perfect,Better sharing knowledge and we can find any interesting stuff. Good luck facebook!,5
3,fitri susianti,2016-08-25,1,i like facebook!,I LOVE IT SOOOO MUSH,5
4,MahMoud Abdul Salam,2016-08-25,1,catch the world,It is good if you need to stay connected,5
5,Mah'mOud M-Elnajaar,2016-08-25,1,I LOVE IT,FACEBOOK IS GREAT BUT WE WANT A DISLIKE BUTTON !! NOT JUST IMOS,5
6,Abdelrahman Hamdy Elshegary,2016-08-25,1,Good but can be be better.,Facebook has made me conected with my old friends...,4
7,Noor Nizar,2016-08-25,1,NO DISLIKE BUTTON,In the first u must add people that u know like page which u intersted in following it,4
8,Yenyen Wijaya,2016-08-25,1,Now the world is smalles,GoodAnd good and good,5
9,Na Siok Kiem,2016-08-25,1,I am so satisfied,no one in this world don't know Facebook ... It's like ID card ... if you don't have it you wouldn't be social person ... you won't know what's going around the world ... but to be honest it should be more modern ... sometimes it doesn't work good ... accounts that are made for impolite things and share bad links should be closed immediately ...,5
10,Magic Star,2016-08-25,1,facebook is the best website in social,facebook is the best site at all thanks for everything you do there,5
11,wassal daboor,2016-08-25,1,good,"Without talking about information that Facebook collect about users, they allow everyone in your friend list to know the time that you logged in and signed out.",5
12,El-Shafaei Nada,2016-08-25,1,My ID Facebook,the site is great and helpful keep me in touch with my friends,5
13,Hassn Evean,2016-08-24,1,is the best,thanx facebook,5
14,EstraneoLab,2016-08-24,2,No respect for the privacy.,U don't care  about the reports in bad people who create fake accounts with very bad words and bad images and they harassing us as girls too much.. after all  this u always refuse my reports because u don't see that there is something wrong with them and they don't break the process of Facebook !!! How?,1
15,Mohamed Mohy,2016-08-24,1,great,yeah i can comunicating with my friendsgetting some informationuploading an experienceand i can playing online game,5
16,Ahmed Maher Mano,2016-08-24,1,mano,none,5
17,Ghada,2016-08-24,1,Reports,none,1
18,Ivan Synyster,2016-08-24,1,perfect,none,5
0,Medo Abo Ali,2016-08-23,1,fb will soon die,fix bugs much faster,5
0,Magdy Ibrahim,2016-08-23,1,very nice site,I like Facebook because it is the bigist sucsusful site at world,5
1,Aya Shaban,2016-08-23,1,"Simply, I just love Facebook","Facebook help me in many ways ,actually I may say I am addicted to it😅😂but honestly, although there're somethings that need to be  fixed, we all must admit how hard it must be to keep in a good shape for so many years, so , keep it up guys nice job  🖒🖒",5
2,mohamed,2016-08-23,1,very racial website,"very very racial website when i make any report about any one say some thing bad about Islam or it's prophet they say that,s OK  not bad but if any thing against Christianity or Judaism so they close that account or page immediately.",1
3,Mahmoud Sallam,2016-08-23,1,goodplay,"good site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5
4,Nu Ba Ka Nassar,2016-08-23,1,nice,luv luvits facebookinfoartfunmusic,5
5,Mostafa Salem,2016-08-23,1,Great,Facebook was a major cause of access to old friends they had lost contact Me since  student days.,4
6,Nafis Zayyan,2016-08-23,1,verry fun,It's going connected with lot of. Friends whenever n wherever..,5
7,Ali Mohamed Khaled,2016-08-23,1,I think there are alot of things should be exist in Facebook App.,"Facebook management should improve FB. App. Like make an eassy way to rich post, check in and so on.",3
8,Nanis Nasr,2016-08-23,1,Great,There's no better experience,4
9,Baher Mahmoud Ahmed,2016-08-23,1,Good Website Network with A people,so many updates take place &  sometimes they cause a mess,5
10,Sameh El-Masry,2016-08-23,1,so many updates,I think it is very good and wonderful,4
11,Yasser Gomaa,2016-08-22,1,excellent,"Fb is helpful to find new friends, however,  it can't prevent people use fake indentities",5
12,Edi Kustanto,2016-08-22,1,Good and helpful to find new friends,Great Great Great,4
13,Amr Ahmed,2016-08-22,1,Great,Toshiba and orange. Company. I trust in,5
14,Magdy Emara,2016-08-22,1,good dealing app,make changing settings more easier to be understood.,4
15,Taha Ghoneim,2016-08-22,1,to be easier.,"Best application for connecring family members, friends, groups and people from all over the world",4
16,Youssif Raouf,2016-08-22,1,This app made the world more connected.,there are no clear way to contact the developers they just say thanks we will use that to improve the website whenever you report a bug or give a suggestion some of my friends accounts have been blocked and asked for id and when they send it they continuously reply to his email with the id photo by asking for his id again and he ended desperate to reopen his account,5
17,Robert Isaac,2016-08-22,1,support is very bad,"its shi t ty and stupid , very bad customer support , change itself without asking anyone , change they terms without agreement from users , alot of stupid things makes me hate this facebook already !.  i just go there for friends and work nothing more",3
18,Mody Mohamed,2016-08-22,1,very bad quality WEBSITE,none,1
0,Ayman Youssef,2016-08-22,1,great,facebook is the most important one of social madia in my life,4
0,Franky Sambur,2016-08-22,1,Best Online Sosial Media,We can meet with a New FrendsWe Chat & Video CallAnd many more..,5
1,Samy Shehata,2016-08-22,1,awesome,Wonderful app,5
